Video Duration Intel/2101_001_IPOS_2021/Helper/Infosys Transition/Demo on Figma and QA environment - Infosys_GLS-20210125_110424-Meeting Recording.mp4 | 3455.74 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Portuguese_(Brazil)/html/assets/video/memory-bits.mp4 | 12.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Portuguese_(Brazil)/html/assets/video/thermal-velocity-boost.mp4 | 16.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Portuguese_(Brazil)/html/assets/video/turbo-max-3.mp4 | 6.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Portuguese_(Brazil)/html/assets/video/usecase-engineering-simulations.mp4 | 20.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Russian/html/assets/video/hyper-threading.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Russian/html/assets/video/memory-bit-flipped.mp4 | 17.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Russian/html/assets/video/memory-bits.mp4 | 12.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Russian/html/assets/video/thermal-velocity-boost.mp4 | 16.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Russian/html/assets/video/turbo-max-3.mp4 | 6.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Russian/html/assets/video/usecase-engineering-simulations.mp4 | 20.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Spanish_(Spain)/html/assets/video/hyper-threading.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Spanish_(Spain)/html/assets/video/memory-bit-flipped.mp4 | 17.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Spanish_(Spain)/html/assets/video/memory-bits.mp4 | 12.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Spanish_(Spain)/html/assets/video/thermal-velocity-boost.mp4 | 16.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Spanish_(Spain)/html/assets/video/turbo-max-3.mp4 | 6.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Spanish_(Spain)/html/assets/video/usecase-engineering-simulations.mp4 | 20.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Thai/html/assets/video/hyper-threading.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Thai/html/assets/video/memory-bit-flipped.mp4 | 17.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Thai/html/assets/video/memory-bits.mp4 | 12.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Thai/html/assets/video/thermal-velocity-boost.mp4 | 16.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Thai/html/assets/video/turbo-max-3.mp4 | 6.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Thai/html/assets/video/usecase-engineering-simulations.mp4 | 20.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Turkish/html/assets/video/hyper-threading.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Turkish/html/assets/video/memory-bit-flipped.mp4 | 17.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Turkish/html/assets/video/memory-bits.mp4 | 12.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Turkish/html/assets/video/thermal-velocity-boost.mp4 | 16.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Turkish/html/assets/video/turbo-max-3.mp4 | 6.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Turkish/html/assets/video/usecase-engineering-simulations.mp4 | 20.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Vietnamese/html/assets/video/hyper-threading.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Vietnamese/html/assets/video/memory-bit-flipped.mp4 | 17.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Vietnamese/html/assets/video/memory-bits.mp4 | 12.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Vietnamese/html/assets/video/thermal-velocity-boost.mp4 | 16.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Vietnamese/html/assets/video/turbo-max-3.mp4 | 6.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_025_CCG_Cr_2987_Intel_Xeon_W_1200_Processors_When_Professional_Performance_Matters/06_Delivery/Vietnamese/html/assets/video/usecase-engineering-simulations.mp4 | 20.0 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/01_Source/Nuc_Elements/Nuc_Elements/HTML/dev/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/01_Source/Nuc_Elements/Nuc_Elements/HTML/dev/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/01_Source/Nuc_Elements/Nuc_Elements/nuc-element.mp4 | 7.04 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/02_Pre-Processing/nuc-elements-opener.mp4 | 10.05 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/04_Post-Processing/Chinese_(Simplified)/html/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/04_Post-Processing/Chinese_(Simplified)/html/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/04_Post-Processing/Portuguese_(Brazil)/html/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/04_Post-Processing/Portuguese_(Brazil)/html/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/04_Post-Processing/Spanish_(Spain)/html/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/04_Post-Processing/Spanish_(Spain)/html/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/05_QA/ForQA/Chinese_(Simplified)/html/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/05_QA/ForQA/Chinese_(Simplified)/html/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/05_QA/ForQA/English/html/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/05_QA/ForQA/English/html/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/05_QA/ForQA/Portuguese_(Brazil)/html/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/05_QA/ForQA/Portuguese_(Brazil)/html/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/05_QA/ForQA/Spanish_(Spain)/html/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/05_QA/ForQA/Spanish_(Spain)/html/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/06_Delivery/Chinese_(Simplified)/html/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/06_Delivery/Chinese_(Simplified)/html/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/06_Delivery/English/html/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/06_Delivery/English/html/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/06_Delivery/Portuguese_(Brazil)/html/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/06_Delivery/Portuguese_(Brazil)/html/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/06_Delivery/Spanish_(Spain)/html/assets/video/nuc-elements-opener.mp4 | 10.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_026_CCG_Cr_3124_Intel_NUC_Elements_and_Ecosystem/06_Delivery/Spanish_(Spain)/html/assets/video/nuc-elements.mp4 | 739.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/01_Source/Fort_Beach/Fort_Beach/HTML/dev/assets/video/fort_beach.mp4 | 300.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/01_Source/Fort_Beach/Fort_Beach/HTML/dev/assets/video/fort_beach_opener.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/04_Post-Processing/Chinese_(Simplified)/html/assets/video/fort_beach.mp4 | 300.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/04_Post-Processing/Chinese_(Simplified)/html/assets/video/fort_beach_opener.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/04_Post-Processing/Spanish_(Spain)/html/assets/video/fort_beach.mp4 | 300.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/04_Post-Processing/Spanish_(Spain)/html/assets/video/fort_beach_opener.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/05_Delivery/Chinese_(Simplified)/html/assets/video/fort_beach.mp4 | 300.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/05_Delivery/Chinese_(Simplified)/html/assets/video/fort_beach_opener.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/05_Delivery/English/html/assets/video/fort_beach.mp4 | 300.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/05_Delivery/English/html/assets/video/fort_beach_opener.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/05_Delivery/Spanish_(Spain)/html/assets/video/fort_beach.mp4 | 300.01 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_027_CCG_Cr_3125_Intel_NUC_Pro_Chassis_Element_Assembly_Fort_Beach/05_Delivery/Spanish_(Spain)/html/assets/video/fort_beach_opener.mp4 | 15.02 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/01_Source/6panel/6panel/dev/assets/video/6panel-opener.mp4 | 10.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/01_Source/6panel/6panel/dev/assets/video/6panel.mp4 | 337.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/04_Post-Processing/Chinese_(Simplified)/html/assets/video/6panel-opener.mp4 | 10.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/04_Post-Processing/Chinese_(Simplified)/html/assets/video/6panel.mp4 | 337.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/04_Post-Processing/Spanish_(Spain)/html/assets/video/6panel-opener.mp4 | 10.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/04_Post-Processing/Spanish_(Spain)/html/assets/video/6panel.mp4 | 337.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/05_QA/ForQA/Chinese_(Simplified)/html/assets/video/6panel-opener.mp4 | 10.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/05_QA/ForQA/Chinese_(Simplified)/html/assets/video/6panel.mp4 | 337.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/05_QA/ForQA/English/assets/video/6panel-opener.mp4 | 10.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/05_QA/ForQA/English/assets/video/6panel.mp4 | 337.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/05_QA/ForQA/Spanish_(Spain)/html/assets/video/6panel-opener.mp4 | 10.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/05_QA/ForQA/Spanish_(Spain)/html/assets/video/6panel.mp4 | 337.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/06_Delivery/Chinese_(Simplified)/html/assets/video/6panel-opener.mp4 | 10.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/06_Delivery/Chinese_(Simplified)/html/assets/video/6panel.mp4 | 337.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/06_Delivery/English/html/assets/video/6panel-opener.mp4 | 10.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/06_Delivery/English/html/assets/video/6panel.mp4 | 337.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/06_Delivery/Spanish_(Spain)/html/assets/video/6panel-opener.mp4 | 10.03 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_038_CCG_Cr_3207_Intel_NUC_Mini_PC_for_6_Panel_Digital_Signage/06_Delivery/Spanish_(Spain)/html/assets/video/6panel.mp4 | 337.56 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_039_CCG_Cr_2985_Expanded_NUC_Product_Line_Can_Help_You_Increase_Your_Revenue/01_Source/1_979F8F3A21BFE824D6D43C3AB9B323A5.mp4 | 3124.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_039_CCG_Cr_2985_Expanded_NUC_Product_Line_Can_Help_You_Increase_Your_Revenue/01_Source/EMEA/1_CA9DC0479177E69B29B3075F2CF7A3F9.mp4 | 2732.15 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_039_CCG_Cr_2985_Expanded_NUC_Product_Line_Can_Help_You_Increase_Your_Revenue/02_Pre-Processing/1_979F8F3A21BFE824D6D43C3AB9B323A5.mp4 | 3124.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_039_CCG_Cr_2985_Expanded_NUC_Product_Line_Can_Help_You_Increase_Your_Revenue/04_Post-Processing/Chinese_(Simplified)/html/video.mp4 | 3124.18 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_039_CCG_Cr_2985_Expanded_NUC_Product_Line_Can_Help_You_Increase_Your_Revenue/04_Post-Processing/Chinese_(Simplified)/video_CHS.mp4 | 3124.17 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_039_CCG_Cr_2985_Expanded_NUC_Product_Line_Can_Help_You_Increase_Your_Revenue/04_Post-Processing/Chinese_(Simplified)/zzz_video_CHS.mp4 | 3124.17 seconds
Video Duration Intel/2101_002_IPA_Training/2101_002_039_CCG_Cr_2985_Expanded_NUC_Product_Line_Can_Help_You_Increase_Your_Revenue/04_Post-Processing/Spanish_(Spain)/html/video.mp4 | 3124.18 seconds
